Surface_habitable_logement,Coût_total_5_usages,Coût_ECS,Coût_chauffage,Coût_éclairage,Coût_auxiliaires,Coût_refroidissement,Etiquette_DPE
78.5,627.9,232.8,329.8,173.9,10.2,0.0,C
75.6,706.2,323.3,91.6,351.5,251.1,0.0,B
103.8,822.0,257.9,470.2,211.8,0.0,0.0,C
86.6,685.7,364.4,246.5,155.3,0.0,0.0,B
41.7,314.2,158.1,125.2,85.3,0.0,0.0,C
63.3,504.7,214.8,237.2,140.4,8.3,0.0,C
83.2,757.8,206.3,487.3,181.0,0.0,0.0,C
43.9,583.3,303.6,242.7,91.0,6.1,0.0,C
112.1,1082.2,410.1,575.2,201.0,0.0,0.0,C
86.6,685.5,364.4,246.3,155.3,0.0,0.0,B
43.9,583.3,303.6,242.7,91.0,6.1,0.0,C
47.2,389.0,168.2,185.8,96.4,0.0,0.0,C
112.7,1170.9,385.5,676.7,201.9,28.8,0.0,C
60.0,649.5,344.2,254.8,124.4,8.3,0.0,C
74.4,569.8,288.7,174.0,143.7,92.4,0.0,B
59.6,650.5,209.1,397.1,120.5,0.0,0.0,C
73.6,603.3,237.5,303.4,140.6,0.0,0.0,C
62.3,497.1,209.3,231.4,127.1,0.0,0.0,C
73.7,603.8,237.6,303.6,140.8,0.0,0.0,C
62.7,498.9,209.8,232.4,128.0,0.0,0.0,C
706.8,7344.0,3221.0,3568.0,423.0,26.0,0.0,C
62.6,458.8,176.1,233.2,130.0,8.1,0.0,C
69.8,485.8,218.1,204.6,142.4,0.0,0.0,C
63.1,376.0,178.4,142.1,133.4,8.3,0.0,B
94.5,748.0,219.8,458.2,193.1,0.0,0.0,C
25.4,76.3,35.3,20.2,52.1,3.3,0.0,A
37.0,633.7,479.3,122.9,70.7,0.0,0.0,C
80.3,729.1,203.2,464.0,174.6,0.0,0.0,C
40.9,357.5,138.2,185.9,87.7,5.5,0.0,C
79.6,487.1,180.3,241.8,170.6,10.7,0.0,C
42.0,259.4,139.9,85.2,90.0,5.6,0.0,C
40.3,330.6,137.1,160.6,86.3,5.4,0.0,C
42.3,394.9,187.5,167.2,88.2,0.0,0.0,C
59.9,381.1,162.2,169.9,128.5,8.0,0.0,C
60.3,364.6,162.6,152.8,129.3,8.1,0.0,B
76.1,629.9,236.1,321.6,158.6,0.0,0.0,C
60.0,449.3,216.6,175.7,125.1,0.0,0.0,B
59.5,549.5,216.1,277.0,124.1,0.0,0.0,C
78.9,689.3,239.9,374.5,164.6,0.0,0.0,C
61.2,482.8,217.9,206.8,127.7,0.0,0.0,B
59.3,518.1,215.6,246.2,123.6,0.0,0.0,C
25.0,458.5,362.1,76.0,53.7,3.4,0.0,C
40.0,286.7,136.7,117.3,85.7,5.4,0.0,C
61.8,379.5,164.0,165.0,132.6,8.3,0.0,C
40.0,286.7,136.7,117.3,85.7,5.4,0.0,C
61.2,482.8,217.9,206.8,127.7,0.0,0.0,B
84.3,645.0,184.6,391.6,180.8,11.3,0.0,C
40.4,300.2,137.3,130.0,86.5,5.4,0.0,C
59.5,549.5,216.1,277.0,124.1,0.0,0.0,C
42.3,359.0,187.5,131.3,88.2,0.0,0.0,C
60.3,364.6,162.6,152.8,129.3,8.1,0.0,B
61.8,379.5,164.0,165.0,132.6,8.3,0.0,C
42.3,357.2,187.4,129.6,88.3,0.0,0.0,C
87.2,713.1,187.3,454.7,186.9,11.7,0.0,C
106.0,1073.4,273.1,699.6,221.2,0.0,0.0,C
3409.7,26294.0,11763.0,11746.0,2122.0,133.0,0.0,C
78.9,707.6,239.9,392.8,164.6,0.0,0.0,C
60.2,399.6,162.4,188.1,129.0,8.1,0.0,C
43.3,444.2,189.4,213.7,90.2,0.0,0.0,C
78.9,695.2,239.9,380.4,164.6,0.0,0.0,C
41.7,467.5,186.1,241.8,87.0,0.0,0.0,C
62.5,471.1,164.6,255.5,134.0,8.4,0.0,C
60.1,446.9,216.8,173.1,125.3,0.0,0.0,B
60.2,399.9,162.4,188.3,129.0,8.1,0.0,C
60.2,476.9,162.4,265.4,129.0,8.1,0.0,C
59.5,618.8,215.8,346.6,124.0,0.0,0.0,C
60.3,364.6,162.6,152.8,129.3,8.1,0.0,B
42.3,359.0,187.5,131.3,88.2,0.0,0.0,C
25.0,458.5,362.1,76.0,53.7,3.4,0.0,C
28.9,515.5,382.5,109.5,61.9,3.9,0.0,C
25.0,458.5,362.1,76.0,53.7,3.4,0.0,C
25.0,467.5,362.1,84.9,53.7,3.4,0.0,C
25.0,471.4,362.1,88.8,53.7,3.4,0.0,C
84.3,573.7,184.6,320.2,180.8,11.3,0.0,C
79.2,649.4,239.9,334.3,165.1,0.0,0.0,C
79.6,489.8,180.3,244.5,170.6,10.7,0.0,C
60.7,489.4,162.9,276.9,130.2,8.1,0.0,C
43.2,470.3,189.5,239.7,90.1,0.0,0.0,C
42.3,359.0,187.5,131.3,88.2,0.0,0.0,C
62.5,471.1,164.6,255.5,134.0,8.4,0.0,C
50.0,584.1,204.4,332.2,104.4,0.0,0.0,C
59.2,555.3,215.7,283.3,123.6,0.0,0.0,C
60.2,400.0,162.4,188.4,129.0,8.1,0.0,C
44.0,317.0,143.2,137.9,94.3,5.9,0.0,C
84.3,573.7,184.6,320.2,180.8,11.3,0.0,C
62.5,458.1,164.6,242.4,134.0,8.4,0.0,C
25.0,570.6,474.3,75.9,53.7,3.4,0.0,D
43.5,364.3,142.4,186.4,93.2,5.8,0.0,C
42.0,309.6,139.9,135.4,90.0,5.6,0.0,C
63.6,391.7,165.6,174.2,136.4,8.5,0.0,C
62.5,349.5,164.6,133.9,134.1,8.4,0.0,B
84.3,573.7,184.6,320.2,180.8,11.3,0.0,C
42.3,344.6,187.4,117.0,88.3,0.0,0.0,C
103.8,945.0,270.3,576.1,216.5,0.0,0.0,C
59.5,549.5,216.1,277.0,124.1,0.0,0.0,C
50.0,584.1,204.4,332.2,104.4,0.0,0.0,C
45.5,457.8,194.4,220.3,94.8,0.0,0.0,C
43.2,470.0,189.4,239.6,90.0,0.0,0.0,C
40.3,330.6,137.1,160.6,86.3,5.4,0.0,C
26.5,1193.2,484.7,90.4,1357.9,0.0,0.0,E
25.0,458.5,362.1,76.0,53.7,3.4,0.0,C
30.5,650.4,512.4,109.1,63.5,0.0,0.0,C
30.5,650.4,512.4,109.1,63.5,0.0,0.0,C
28.9,515.5,382.5,109.5,61.9,3.9,0.0,C
25.0,458.6,362.1,76.0,53.7,3.4,0.0,C
22.4,525.0,460.2,43.6,46.6,0.0,0.0,C
25.0,458.5,362.1,76.0,53.7,3.4,0.0,C
25.0,458.5,362.1,76.0,53.7,3.4,0.0,C
32.6,708.6,531.7,146.0,67.9,0.0,0.0,C
25.0,467.5,362.1,84.9,53.7,3.4,0.0,C
26.5,600.2,484.7,90.4,55.2,0.0,0.0,C
22.4,525.0,460.2,43.6,46.6,0.0,0.0,C
27.4,629.3,495.4,107.9,57.1,0.0,0.0,C
25.0,458.6,362.1,76.0,53.7,3.4,0.0,C
25.0,471.4,362.1,88.8,53.7,3.4,0.0,C
43.3,524.3,189.4,293.9,90.2,0.0,0.0,C
60.3,435.2,216.8,161.1,125.8,0.0,0.0,B
43.2,541.1,189.2,310.9,90.0,0.0,0.0,C
60.7,438.4,162.9,225.9,130.2,8.1,0.0,C
43.2,470.0,189.4,239.6,90.0,0.0,0.0,C
103.8,945.0,270.3,576.1,216.5,0.0,0.0,C
60.3,445.4,216.8,171.4,125.8,0.0,0.0,B
42.3,344.6,187.4,117.0,88.3,0.0,0.0,C
42.7,473.8,188.2,245.1,89.0,0.0,0.0,C
60.3,402.0,162.6,190.3,129.3,8.1,0.0,C
43.3,444.2,189.4,213.7,90.2,0.0,0.0,C
60.2,399.6,162.4,188.1,129.0,8.1,0.0,C
60.1,465.5,216.8,191.7,125.3,0.0,0.0,B
43.5,388.0,142.4,210.1,93.2,5.8,0.0,C
40.4,300.2,137.3,130.0,86.5,5.4,0.0,C
40.3,298.1,137.1,128.1,86.3,5.4,0.0,C
45.5,457.8,194.4,220.3,94.8,0.0,0.0,C
59.3,518.1,215.6,246.2,123.6,0.0,0.0,C
41.7,467.5,186.1,241.8,87.0,0.0,0.0,C
78.9,689.3,239.9,374.5,164.6,0.0,0.0,C
59.3,518.1,215.6,246.2,123.6,0.0,0.0,C
43.3,444.2,189.4,213.7,90.2,0.0,0.0,C
60.2,400.0,162.4,188.4,129.0,8.1,0.0,C
43.2,470.0,189.4,239.6,90.0,0.0,0.0,C
60.7,441.6,162.9,229.1,130.2,8.1,0.0,C
40.0,288.4,136.7,119.1,85.7,5.4,0.0,C
61.8,366.9,164.0,152.5,132.6,8.3,0.0,B
42.3,379.0,187.5,151.3,88.2,0.0,0.0,C
84.3,573.7,184.6,320.2,180.8,11.3,0.0,C
62.5,346.3,164.6,130.7,134.1,8.4,0.0,B
78.9,769.6,239.9,454.8,164.6,0.0,0.0,C
59.9,410.7,162.2,199.6,128.5,8.0,0.0,C
25.0,570.6,474.3,75.9,53.7,3.4,0.0,D
40.0,286.7,136.7,117.4,85.7,5.4,0.0,C
79.2,659.3,239.9,344.2,165.1,0.0,0.0,C
59.5,545.8,216.1,273.2,124.2,0.0,0.0,C
43.2,541.1,189.2,310.9,90.0,0.0,0.0,C
61.8,366.9,164.0,152.5,132.6,8.3,0.0,B
59.1,516.5,215.3,245.1,123.2,0.0,0.0,C
59.9,381.1,162.2,169.9,128.5,8.0,0.0,C
62.5,458.1,164.6,242.4,134.0,8.4,0.0,C
39.2,318.4,135.4,151.0,84.0,5.3,0.0,C
59.5,549.5,216.1,277.0,124.1,0.0,0.0,C
84.3,645.0,184.6,391.6,180.8,11.3,0.0,C
79.2,659.3,239.9,344.2,165.1,0.0,0.0,C
44.4,503.9,192.0,269.7,92.6,0.0,0.0,C
44.6,426.8,144.2,246.2,95.6,6.0,0.0,C
60.2,400.9,162.4,189.4,129.0,8.1,0.0,C
60.0,449.3,216.6,175.7,125.1,0.0,0.0,B
43.3,444.2,189.4,213.7,90.2,0.0,0.0,C
43.3,524.3,189.4,293.9,90.2,0.0,0.0,C
59.9,384.4,162.2,173.3,128.5,8.0,0.0,C
78.9,695.2,239.9,380.4,164.6,0.0,0.0,C
78.9,769.6,239.9,454.8,164.6,0.0,0.0,C
63.6,390.8,165.6,173.4,136.2,8.5,0.0,C
60.3,364.6,162.6,152.8,129.3,8.1,0.0,B
79.2,654.6,239.9,339.5,165.1,0.0,0.0,C
43.2,470.0,189.4,239.6,90.0,0.0,0.0,C
60.3,435.2,216.8,161.1,125.8,0.0,0.0,B
79.6,514.6,180.3,269.3,170.6,10.7,0.0,C
40.0,288.4,136.7,119.1,85.7,5.4,0.0,C
63.6,390.8,165.6,173.4,136.2,8.5,0.0,C
60.3,402.0,162.6,190.3,129.3,8.1,0.0,C
62.5,459.7,164.6,244.1,134.0,8.4,0.0,C
43.2,470.0,189.4,239.6,90.0,0.0,0.0,C
3409.7,26294.0,11763.0,11746.0,2122.0,133.0,0.0,C
40.3,298.1,137.1,128.1,86.3,5.4,0.0,C
59.9,410.7,162.2,199.6,128.5,8.0,0.0,C
40.0,285.1,136.7,115.8,85.7,5.4,0.0,C
60.2,399.9,162.4,188.3,129.0,8.1,0.0,C
79.2,649.4,239.9,334.3,165.1,0.0,0.0,C
43.2,559.9,189.4,329.4,90.0,0.0,0.0,C
62.5,459.7,164.6,244.1,134.0,8.4,0.0,C
42.3,344.6,187.4,117.0,88.3,0.0,0.0,C
82.7,665.8,183.1,415.2,177.2,11.1,0.0,C
63.6,471.4,165.6,254.0,136.2,8.5,0.0,C
63.6,390.8,165.6,173.4,136.2,8.5,0.0,C
43.2,470.3,189.5,239.7,90.1,0.0,0.0,C
60.1,494.7,216.8,220.9,125.3,0.0,0.0,C
60.2,400.9,162.4,189.4,129.0,8.1,0.0,C
40.3,299.6,137.1,129.6,86.3,5.4,0.0,C
60.4,429.4,216.9,155.1,126.0,0.0,0.0,B
40.3,298.1,137.1,128.1,86.3,5.4,0.0,C
106.0,1073.4,273.1,699.6,221.2,0.0,0.0,C
59.5,545.8,216.1,273.2,124.2,0.0,0.0,C
59.3,518.1,215.6,246.2,123.6,0.0,0.0,C
40.0,286.7,136.7,117.4,85.7,5.4,0.0,C
63.6,390.8,165.6,173.4,136.2,8.5,0.0,C
60.1,446.9,216.8,173.1,125.3,0.0,0.0,B
42.3,357.2,187.4,129.6,88.3,0.0,0.0,C
63.6,390.8,165.6,173.4,136.2,8.5,0.0,C
60.4,429.4,216.9,155.1,126.0,0.0,0.0,B
42.3,344.6,187.4,117.0,88.3,0.0,0.0,C
60.7,438.4,162.9,225.9,130.2,8.1,0.0,C
43.3,444.2,189.4,213.7,90.2,0.0,0.0,C
62.5,458.1,164.6,242.4,134.0,8.4,0.0,C
78.7,786.3,239.3,472.3,164.0,0.0,0.0,C
60.3,445.4,216.8,171.4,125.8,0.0,0.0,B
44.4,503.9,192.0,269.7,92.6,0.0,0.0,C
40.9,357.5,138.2,185.9,87.7,5.5,0.0,C
63.6,392.2,165.6,174.8,136.2,8.5,0.0,C
63.6,392.2,165.6,174.8,136.2,8.5,0.0,C
40.0,285.1,136.7,115.8,85.7,5.4,0.0,C
59.9,384.4,162.2,173.3,128.5,8.0,0.0,C
40.3,298.1,137.1,128.1,86.3,5.4,0.0,C
78.9,707.6,239.9,392.8,164.6,0.0,0.0,C
60.2,476.9,162.4,265.4,129.0,8.1,0.0,C
42.3,379.0,187.5,151.3,88.2,0.0,0.0,C
44.0,317.0,143.2,137.9,94.3,5.9,0.0,C
59.2,555.3,215.7,283.3,123.6,0.0,0.0,C
59.1,516.5,215.3,245.1,123.2,0.0,0.0,C
42.7,473.8,188.2,245.1,89.0,0.0,0.0,C
59.5,618.8,215.8,346.6,124.0,0.0,0.0,C
42.3,359.0,187.5,131.3,88.2,0.0,0.0,C
44.6,426.8,144.2,246.2,95.6,6.0,0.0,C
43.3,444.2,189.4,213.7,90.2,0.0,0.0,C
76.1,629.9,236.1,321.6,158.6,0.0,0.0,C
63.6,471.4,165.6,254.0,136.2,8.5,0.0,C
42.3,394.9,187.5,167.2,88.2,0.0,0.0,C
79.2,654.6,239.9,339.5,165.1,0.0,0.0,C
63.6,390.8,165.6,173.4,136.2,8.5,0.0,C
60.7,447.5,162.9,235.0,130.2,8.1,0.0,C
40.3,299.6,137.1,129.6,86.3,5.4,0.0,C
62.5,458.1,164.6,242.4,134.0,8.4,0.0,C
43.2,470.0,189.4,239.6,90.0,0.0,0.0,C
60.1,494.7,216.8,220.9,125.3,0.0,0.0,C
60.1,465.5,216.8,191.7,125.3,0.0,0.0,B
69.9,749.1,263.6,407.0,52.3,3.3,0.0,C
77.7,773.8,274.6,411.9,58.2,3.6,0.0,C
22.3,906.2,481.5,399.7,16.7,1.0,0.0,E
88.9,753.0,290.4,362.8,66.5,4.2,0.0,C
47.6,474.2,229.4,191.3,35.6,2.2,0.0,C
77.8,754.3,274.8,392.1,58.2,3.6,0.0,C
63.7,647.2,254.8,320.8,47.7,3.0,0.0,C
41.1,525.4,213.0,266.2,30.8,1.9,0.0,C
42.8,1094.9,632.4,414.5,32.1,2.0,0.0,C
42.8,1094.9,632.4,414.5,32.1,2.0,0.0,C
22.3,906.2,481.5,399.7,16.7,1.0,0.0,E
63.7,647.2,254.8,320.8,47.7,3.0,0.0,C
89.0,884.5,290.6,494.0,66.6,4.2,0.0,C
57.9,783.8,246.7,472.1,43.4,2.7,0.0,C
66.6,878.2,258.9,544.5,49.8,3.1,0.0,C
69.0,766.0,262.3,426.3,51.6,3.2,0.0,C
69.9,744.2,263.6,402.1,52.3,3.3,0.0,C
77.9,738.7,274.9,376.4,58.3,3.6,0.0,C
63.7,647.2,254.8,320.8,47.7,3.0,0.0,C
63.7,762.1,254.8,435.8,47.7,3.0,0.0,C
69.8,752.5,263.4,410.8,52.2,3.3,0.0,C
47.6,462.8,229.4,179.9,35.6,2.2,0.0,C
69.0,749.2,262.3,409.5,51.6,3.2,0.0,C
61.4,393.4,166.9,174.2,133.3,7.8,0.0,B
18.7,256.3,151.0,80.1,37.6,13.4,0.0,C
18.1,316.7,149.5,142.8,36.4,13.0,0.0,C
18.9,249.3,151.5,72.4,38.0,13.6,0.0,C
66.4,483.5,183.3,242.1,158.3,0.0,0.0,C
55.8,465.4,172.7,243.9,133.0,0.0,0.0,C
42.1,961.5,458.6,459.0,28.7,15.1,0.0,D
55.8,465.4,172.7,243.9,133.0,0.0,0.0,C
19.1,332.0,152.0,154.2,38.5,13.8,0.0,C
64.0,1260.3,521.7,674.5,42.0,22.1,0.0,D
42.5,667.6,602.8,28.7,92.2,5.4,0.0,C
17.7,255.5,148.5,83.2,35.6,12.7,0.0,C
61.0,564.7,166.4,346.3,132.3,7.8,0.0,C
28.3,412.7,174.3,200.2,57.0,20.3,0.0,C
18.7,284.6,151.0,108.4,37.6,13.4,0.0,C
83.7,717.3,187.7,458.3,181.6,10.7,0.0,C
18.3,267.3,149.9,92.8,36.8,13.1,0.0,C
18.9,246.8,151.5,69.9,38.0,13.6,0.0,C
17.3,250.1,147.7,79.1,34.9,12.5,0.0,C
57.3,566.0,174.2,341.7,136.6,0.0,0.0,C
18.0,283.6,149.3,110.0,36.2,12.9,0.0,C
69.0,510.3,185.9,264.1,164.5,0.0,0.0,C
48.6,394.7,164.4,190.2,106.8,0.0,0.0,C
43.3,420.3,144.9,238.6,93.9,5.5,0.0,C
18.3,267.3,149.9,92.8,36.8,13.1,0.0,C
18.6,307.0,150.7,131.3,37.4,13.3,0.0,C
58.2,563.3,175.1,340.2,127.8,0.0,0.0,C
21.5,313.8,157.7,127.2,43.2,15.4,0.0,C
17.8,269.0,148.9,96.0,35.9,12.8,0.0,C
63.9,1453.1,514.3,875.8,41.3,21.8,0.0,D
18.9,282.3,151.5,105.3,38.1,13.6,0.0,C
99.4,529.9,109.6,313.5,41.7,5.2,59.9,A
17.8,269.0,148.9,96.0,35.9,12.8,0.0,C
58.2,508.0,175.1,284.9,127.8,0.0,0.0,C
76.6,425.9,107.6,228.0,35.3,4.4,50.7,A
64.0,1263.7,521.5,678.2,41.9,22.1,0.0,D
18.5,289.0,150.5,113.5,37.3,13.3,0.0,C
19.0,311.0,151.6,133.8,38.2,13.6,0.0,C
42.1,964.8,458.2,462.7,28.7,15.1,0.0,D
,5891.4,2463.6,3149.4,182.3,96.1,0.0,D
18.7,270.7,151.0,94.6,37.6,13.4,0.0,C
19.1,292.6,152.0,114.8,38.5,13.8,0.0,C
126.6,1180.2,243.7,825.8,302.1,0.0,0.0,C
44.1,399.2,156.5,204.2,105.3,0.0,0.0,C
18.6,293.3,150.7,117.6,37.4,13.3,0.0,C
18.9,248.7,151.5,71.8,38.0,13.6,0.0,C
18.5,284.8,150.4,109.4,37.2,13.3,0.0,C
17.7,314.7,148.5,142.3,35.6,12.7,0.0,C
17.6,302.4,148.4,130.2,35.5,12.7,0.0,C
24.1,364.2,164.1,167.7,48.5,17.3,0.0,C
18.0,307.7,149.3,134.0,36.3,13.0,0.0,C
18.7,270.7,151.0,94.6,37.6,13.4,0.0,C
17.7,337.1,148.5,164.7,35.6,12.7,0.0,C
17.3,250.1,147.7,79.1,34.9,12.5,0.0,C
63.9,427.9,180.8,194.4,140.4,0.0,0.0,C
47.1,393.4,161.7,192.9,103.5,0.0,0.0,C
18.9,327.1,151.5,150.1,38.1,13.6,0.0,C
18.7,256.3,151.0,80.1,37.6,13.4,0.0,C
64.4,587.7,181.4,350.1,153.6,0.0,0.0,C
18.6,269.8,150.7,94.0,37.4,13.4,0.0,C
17.9,253.1,149.0,79.9,36.1,12.9,0.0,C
18.7,270.7,151.0,94.6,37.6,13.4,0.0,C
66.8,480.6,183.7,241.8,146.6,0.0,0.0,C
21.0,330.7,156.6,145.8,42.3,15.1,0.0,C
18.7,270.7,151.0,94.6,37.6,13.4,0.0,C
19.4,283.3,152.6,104.6,39.0,13.9,0.0,C
65.4,508.4,182.4,268.8,156.1,0.0,0.0,C
97.5,912.7,214.5,617.8,214.3,0.0,0.0,C
19.0,297.0,151.6,119.8,38.2,13.6,0.0,C
18.6,279.5,150.7,103.9,37.4,13.3,0.0,C
87.1,725.8,204.1,445.6,207.7,0.0,0.0,C
18.5,289.0,150.5,113.5,37.3,13.3,0.0,C
18.6,269.8,150.7,94.0,37.4,13.4,0.0,C
18.7,270.7,151.0,94.6,37.6,13.4,0.0,C
63.9,464.3,180.8,230.8,140.4,0.0,0.0,C
40.5,313.7,150.0,130.3,89.0,0.0,0.0,C
17.8,281.8,148.7,109.2,35.7,12.8,0.0,C
19.1,306.7,152.0,128.9,38.5,13.8,0.0,C
58.2,508.0,175.1,284.9,127.8,0.0,0.0,C
18.5,300.4,150.6,124.8,37.3,13.3,0.0,C
77.8,572.4,194.8,309.6,185.5,0.0,0.0,C
17.8,282.1,148.9,109.2,35.9,12.8,0.0,C
60.2,543.5,165.8,326.5,130.7,7.7,0.0,C
112.4,1165.6,214.7,855.1,244.0,14.4,0.0,C
31.9,405.3,183.2,179.0,64.3,23.0,0.0,C
18.4,299.2,150.3,124.1,37.1,13.2,0.0,C
31.9,429.0,183.2,202.7,64.3,23.0,0.0,C
41.5,336.2,151.8,148.1,99.1,0.0,0.0,C
18.7,284.6,151.0,108.4,37.6,13.4,0.0,C
18.9,310.6,151.6,133.5,38.1,13.6,0.0,C
65.4,506.6,182.3,267.1,155.9,0.0,0.0,C
69.2,470.1,186.2,223.4,165.1,0.0,0.0,C
18.1,303.3,149.5,129.4,36.5,13.0,0.0,C
61.4,471.9,166.9,252.8,133.3,7.8,0.0,C
87.1,803.8,204.1,523.6,207.7,0.0,0.0,C
41.5,275.9,151.8,87.8,99.1,0.0,0.0,C
42.7,446.7,153.8,255.6,101.7,0.0,0.0,C
69.2,470.8,186.2,224.1,165.1,0.0,0.0,C
18.9,248.7,151.5,71.8,38.0,13.6,0.0,C
18.1,289.9,149.5,116.0,36.4,13.0,0.0,C
18.5,279.0,150.4,103.7,37.2,13.3,0.0,C
18.9,282.3,151.5,105.3,38.1,13.6,0.0,C
27.0,402.2,171.2,194.6,54.4,19.4,0.0,C
58.2,508.0,175.1,284.9,127.8,0.0,0.0,C
21.5,313.8,157.7,127.2,43.2,15.4,0.0,C
19.1,308.1,152.0,130.3,38.5,13.8,0.0,C
84.1,783.9,201.1,509.2,200.7,0.0,0.0,C
24.1,346.4,164.1,149.9,48.5,17.3,0.0,C
28.3,370.5,174.3,158.2,56.9,20.3,0.0,C
16.8,243.8,146.4,74.8,33.9,12.1,0.0,C
82.1,673.4,186.3,417.1,178.3,10.5,0.0,C
16.8,255.0,146.5,85.8,33.9,12.1,0.0,C
54.4,454.2,171.3,235.4,129.7,0.0,0.0,C
17.9,253.1,149.0,79.9,36.1,12.9,0.0,C
16.8,242.5,146.5,73.3,33.9,12.1,0.0,C
61.0,540.6,166.4,322.2,132.3,7.8,0.0,C
17.8,282.1,148.9,109.2,35.9,12.8,0.0,C
77.8,521.0,194.8,258.3,185.5,0.0,0.0,C
17.8,269.0,148.9,96.0,35.9,12.8,0.0,C
18.9,282.6,151.6,105.5,38.1,13.6,0.0,C
27.0,402.2,171.2,194.6,54.4,19.4,0.0,C
85.9,920.7,276.2,528.7,173.1,61.8,0.0,C
58.0,603.0,174.9,380.3,127.3,0.0,0.0,C
43.5,414.8,155.3,221.5,103.8,0.0,0.0,C
17.8,269.0,148.9,96.0,35.9,12.8,0.0,C
21.0,361.9,156.6,176.9,42.3,15.1,0.0,C
18.6,269.8,150.7,94.0,37.4,13.4,0.0,C
81.2,659.4,198.3,390.1,193.8,0.0,0.0,C
81.2,659.4,198.3,390.1,193.8,0.0,0.0,C
52.0,503.0,169.0,288.6,124.0,0.0,0.0,C
81.2,659.4,198.3,390.1,193.8,0.0,0.0,C
61.2,805.9,242.4,481.0,123.2,44.0,0.0,C
17.7,255.5,148.5,83.2,35.6,12.7,0.0,C
19.4,312.1,152.7,133.3,39.1,14.0,0.0,C
18.5,284.8,150.4,109.4,37.2,13.3,0.0,C
19.4,267.8,152.6,89.0,39.0,13.9,0.0,C
42.7,460.9,153.9,269.6,101.9,0.0,0.0,C
18.9,296.6,151.6,119.5,38.1,13.6,0.0,C
18.3,325.2,150.1,150.4,36.9,13.2,0.0,C
58.2,508.0,175.1,284.9,127.8,0.0,0.0,C
45.2,421.7,158.3,223.8,107.8,0.0,0.0,C
58.2,530.0,175.1,307.0,127.8,0.0,0.0,C
18.9,296.7,151.5,119.8,38.0,13.6,0.0,C
18.9,249.3,151.5,72.4,38.0,13.6,0.0,C
17.9,253.1,149.0,79.9,36.1,12.9,0.0,C
42.5,667.6,602.8,28.7,92.2,5.4,0.0,C
53.6,516.8,170.5,299.5,127.8,0.0,0.0,C
66.4,505.2,171.5,277.1,144.1,8.5,0.0,C
18.7,270.7,151.0,94.6,37.6,13.4,0.0,C
65.4,448.7,182.4,209.1,156.1,0.0,0.0,C
43.3,420.3,144.9,238.6,93.9,5.5,0.0,C
41.5,275.9,151.8,87.8,99.1,0.0,0.0,C
17.4,281.8,147.9,110.4,35.1,12.5,0.0,C
41.5,293.6,151.8,105.5,99.1,0.0,0.0,C
64.0,688.0,180.9,454.3,140.7,0.0,0.0,C
19.1,317.9,152.0,140.1,38.5,13.8,0.0,C
18.0,270.3,149.3,96.7,36.2,12.9,0.0,C
77.8,533.2,194.8,270.5,185.5,0.0,0.0,C
21.5,313.8,157.7,127.2,43.2,15.4,0.0,C
42.5,667.6,602.8,28.7,92.2,5.4,0.0,C
17.7,268.6,148.5,96.2,35.6,12.7,0.0,C
19.4,262.0,152.7,83.1,39.1,14.0,0.0,C
27.0,402.2,171.2,194.6,54.4,19.4,0.0,C
18.9,282.6,151.6,105.5,38.1,13.6,0.0,C
69.2,470.8,186.2,224.1,165.1,0.0,0.0,C
66.4,567.8,171.5,339.7,144.1,8.5,0.0,C
18.5,302.7,150.5,127.2,37.3,13.3,0.0,C
69.3,506.0,186.3,259.1,165.3,0.0,0.0,C
18.5,284.8,150.4,109.4,37.2,13.3,0.0,C
18.4,261.4,150.3,86.2,37.1,13.2,0.0,C
43.2,395.4,154.8,202.8,103.1,0.0,0.0,C
17.6,328.5,148.4,156.3,35.5,12.7,0.0,C
24.1,346.4,164.1,149.9,48.5,17.3,0.0,C
63.9,427.9,180.8,194.4,140.4,0.0,0.0,C
48.6,437.9,164.4,233.4,106.8,0.0,0.0,C
19.4,290.7,152.7,111.9,39.1,14.0,0.0,C
19.2,318.6,152.3,140.4,38.7,13.8,0.0,C
62.6,494.2,168.0,272.9,135.8,8.0,0.0,C
18.7,270.7,151.0,94.6,37.6,13.4,0.0,C
41.4,369.0,151.4,183.5,90.9,0.0,0.0,C
18.1,296.1,149.5,122.2,36.4,13.0,0.0,C
18.7,270.7,151.0,94.6,37.6,13.4,0.0,C
18.9,310.2,151.5,133.3,38.1,13.6,0.0,C
18.5,289.0,150.5,113.5,37.3,13.3,0.0,C
19.0,283.0,151.6,105.8,38.2,13.6,0.0,C
18.0,270.3,149.3,96.7,36.2,12.9,0.0,C
77.5,773.1,194.5,510.9,184.8,0.0,0.0,C
66.8,508.0,183.7,269.3,146.6,0.0,0.0,C
19.2,346.4,152.1,168.5,38.6,13.8,0.0,C
55.8,457.6,172.7,236.1,133.0,0.0,0.0,C
27.0,422.2,171.2,214.6,54.4,19.4,0.0,C
18.7,270.7,151.0,94.6,37.6,13.4,0.0,C
18.6,283.5,150.7,107.8,37.4,13.4,0.0,C
16.8,242.5,146.5,73.3,33.9,12.1,0.0,C
28.0,351.4,119.4,208.1,60.8,3.6,0.0,C
19.2,304.4,152.3,126.1,38.7,13.8,0.0,C
63.9,427.9,180.8,194.4,140.4,0.0,0.0,C
63.9,427.9,180.8,194.4,140.4,0.0,0.0,C
